survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,depth_start,depth_end,species,category,amount,observer
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,0 (0-10cm),UPC Relief,5,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,1 (>10cm-1m),UPC Relief,25,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,1) None,UPC Cover,7,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,3) Other Brown Algae (Any Part),UPC Cover,12,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,4) Green Algae,UPC Cover,1,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,5) Red Algae,UPC Cover,2,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,6) Encrusting Red Algae,UPC Cover,1,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,8) Crustose Coralline,UPC Cover,3,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,9) Sessile Invertebrates,UPC Cover,4,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,Superlayer Brown Algae,UPC Cover,15,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,Superlayer Red Algae,UPC Cover,1,Shawn Augustine
0c7c11a3-3ad4-465a-9caf-81b799d50911,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/25/2022,09/25/2022,6,09/25/2022,,,17.0,17.0,Cobble (5-15cm-WA),UPC Substrate,7,Shawn Augustine
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,1) Sand,UPC Substrate,10,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,4) Reef,UPC Substrate,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,Pebble (0.5-5cm-WA),UPC Substrate,14,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,0 (0-10cm),UPC Relief,11,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,1 (>10cm-1m),UPC Relief,19,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,1) None,UPC Cover,14,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,2) Brown (Kelp Holdfast),UPC Cover,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,3) Other Brown Algae (Any Part),UPC Cover,5,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,5) Red Algae,UPC Cover,6,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,8) Crustose Coralline,UPC Cover,2,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,Superlayer Red Algae,UPC Cover,2,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,Superlayer Brown Algae,UPC Cover,21,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,1,07/06/2022,,,23.0,21.0,Cobble (5-15cm-WA),UPC Substrate,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,1) Sand,UPC Substrate,11,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,4) Reef,UPC Substrate,5,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,Pebble (0.5-5cm-WA),UPC Substrate,11,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,0 (0-10cm),UPC Relief,10,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,1 (>10cm-1m),UPC Relief,20,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,1) None,UPC Cover,11,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,2) Brown (Kelp Holdfast),UPC Cover,4,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,3) Other Brown Algae (Any Part),UPC Cover,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,5) Red Algae,UPC Cover,8,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,8) Crustose Coralline,UPC Cover,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,9) Sessile Invertebrates,UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,Superlayer Red Algae,UPC Cover,4,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,Superlayer Brown Algae,UPC Cover,19,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,2,07/06/2022,,,19.0,19.0,Cobble (5-15cm-WA),UPC Substrate,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,1) Sand,UPC Substrate,23,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,Pebble (0.5-5cm-WA),UPC Substrate,4,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,Small Boulder (25-50cm-WA),UPC Substrate,3,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,0 (0-10cm),UPC Relief,18,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,1 (>10cm-1m),UPC Relief,12,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,1) None,UPC Cover,26,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,3) Other Brown Algae (Any Part),UPC Cover,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,5) Red Algae,UPC Cover,2,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,8) Crustose Coralline,UPC Cover,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,3,07/07/2022,,,19.0,18.0,Superlayer Brown Algae,UPC Cover,9,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,1) Sand,UPC Substrate,20,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,Pebble (0.5-5cm-WA),UPC Substrate,5,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,Small Boulder (25-50cm-WA),UPC Substrate,2,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,0 (0-10cm),UPC Relief,14,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,1 (>10cm-1m),UPC Relief,16,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,2 (>1m-2m),UPC Relief,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,1) None,UPC Cover,27,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,3) Other Brown Algae (Any Part),UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,5) Red Algae,UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,8) Crustose Coralline,UPC Cover,2,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,9) Sessile Invertebrates,UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,Superlayer Brown Algae,UPC Cover,8,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,4) Reef,UPC Substrate,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,Other,UPC Substrate,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,3 (>2m),UPC Relief,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,2) Brown (Kelp Holdfast),UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,4) Green Algae,UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,6) Encrusting Red Algae,UPC Cover,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,7) Articulated Coralline,UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,92) Seagrasses,UPC Cover,0,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,4,07/06/2022,,,13.0,13.0,Cobble (5-15cm-WA),UPC Substrate,3,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,1) Sand,UPC Substrate,19,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Pebble (0.5-5cm-WA),UPC Substrate,5,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Rock (15-25cm-WA),UPC Substrate,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Small Boulder (25-50cm-WA),UPC Substrate,2,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Large Boulder (50cm-1m-WA),UPC Substrate,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Shell Hash,UPC Substrate,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,0 (0-10cm),UPC Relief,16,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,1 (>10cm-1m),UPC Relief,10,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,2 (>1m-2m),UPC Relief,4,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,1) None,UPC Cover,24,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,3) Other Brown Algae (Any Part),UPC Cover,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,5) Red Algae,UPC Cover,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,8) Crustose Coralline,UPC Cover,3,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,9) Sessile Invertebrates,UPC Cover,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Superlayer Brown Algae,UPC Cover,7,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,5,07/06/2022,,,12.0,11.0,Cobble (5-15cm-WA),UPC Substrate,1,Deborah Halley
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,1) Sand,UPC Substrate,21,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Pebble (0.5-5cm-WA),UPC Substrate,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Rock (15-25cm-WA),UPC Substrate,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Small Boulder (25-50cm-WA),UPC Substrate,2,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,0 (0-10cm),UPC Relief,13,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,1 (>10cm-1m),UPC Relief,17,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,1) None,UPC Cover,22,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,2) Brown (Kelp Holdfast),UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,3) Other Brown Algae (Any Part),UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,5) Red Algae,UPC Cover,3,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,6) Encrusting Red Algae,UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,8) Crustose Coralline,UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,92) Seagrasses,UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Superlayer Brown Algae,UPC Cover,21,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Superlayer Red Algae,UPC Cover,2,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Superlayer Green Algae,UPC Cover,1,Michelle Halpin
0d4c4fd8-ed98-43ad-9bd2-347a54f2f831,North Beach,United States of America,48.144779,-122.778533,California,07/06/2022,07/07/2022,6,07/07/2022,,,9.0,8.0,Cobble (5-15cm-WA),UPC Substrate,3,Michelle Halpin
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,1) Sand,UPC Substrate,3,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,4) Reef,UPC Substrate,13,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,Cobble (5-15cm-WA),UPC Substrate,1,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,Pebble (0.5-5cm-WA),UPC Substrate,1,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,Rock (15-25cm-WA),UPC Substrate,2,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,Small Boulder (25-50cm-WA),UPC Substrate,2,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,Large Boulder (50cm-1m-WA),UPC Substrate,3,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,Shell Hash,UPC Substrate,5,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,1 (>10cm-1m),UPC Relief,16,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,2 (>1m-2m),UPC Relief,5,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,3 (>2m),UPC Relief,9,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,1) None,UPC Cover,9,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,2) Brown (Kelp Holdfast),UPC Cover,2,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,3) Other Brown Algae (Any Part),UPC Cover,1,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,5) Red Algae,UPC Cover,7,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,8) Crustose Coralline,UPC Cover,10,April  Frers
0e024f8c-3fce-4bc2-8e30-fb2a6ee18599,Smallpox Bay,United States of America,48.541072,-123.161846,California,09/26/2025,09/26/2025,1,09/26/2025,,,28.0,30.0,9) Sessile Invertebrates,UPC Cover,1,April  Frers
